2020-01-13,Moderate Demand
2020-01-14,Moderate Demand
2020-01-15,Moderate Demand
2020-01-16,Moderate Demand
2020-01-17,Moderate Demand
2020-01-18,Moderate Demand
2020-01-19,Moderate Demand
2020-01-20,Moderate Demand
2020-01-21,Moderate Demand
2020-01-22,Moderate Demand
2020-01-23,Moderate Demand
2020-01-24,Moderate Demand
2020-01-25,Moderate Demand
2020-01-26,Moderate Demand
2020-01-27,Moderate Demand
2020-01-28,Moderate Demand
2020-01-29,Moderate Demand
2020-01-30,Moderate Demand
2020-01-31,Moderate Demand
2020-02-01,Moderate Demand
2020-02-02,Moderate Demand
2020-02-03,Moderate Demand
2020-02-04,Moderate Demand
2020-02-05,Moderate Demand
2020-02-06,Moderate Demand
2020-02-07,Moderate Demand
2020-02-08,Moderate Demand
2020-02-09,Moderate Demand
2020-02-10,Moderate Demand
2020-02-11,Moderate Demand
2020-02-12,Moderate Demand
2020-02-13,Moderate Demand
2020-02-14,Moderate Demand
2020-02-15,High Demand
2020-02-16,Moderate Demand
2020-02-17,Moderate Demand
2020-02-18,Moderate Demand
2020-02-19,Moderate Demand
2020-02-20,Moderate Demand
2020-02-21,Moderate Demand
2020-02-22,Moderate Demand
2020-02-23,Moderate Demand
2020-02-24,Moderate Demand
2020-02-25,Moderate Demand
2020-02-26,Moderate Demand
2020-02-27,Moderate Demand
2020-02-28,Moderate Demand
2020-02-29,Moderate Demand
2020-03-01,Moderate Demand
2020-03-02,Moderate Demand
2020-03-03,Moderate Demand
2020-03-04,Moderate Demand
2020-03-05,Moderate Demand
2020-03-06,Moderate Demand
2020-03-07,Moderate Demand
2020-03-08,Moderate Demand
2020-03-09,Moderate Demand
2020-03-10,Moderate Demand
2020-03-11,Moderate Demand
2020-03-12,Moderate Demand
2020-03-13,Moderate Demand
2020-03-14,Moderate Demand
2020-03-15,Moderate Demand
2020-03-16,Moderate Demand
2020-03-17,Moderate Demand
2020-03-18,Moderate Demand
2020-03-19,Moderate Demand
2020-03-20,Moderate Demand
2020-03-21,Moderate Demand
2020-03-22,Moderate Demand
2020-03-23,Moderate Demand
2020-03-24,Moderate Demand
2020-03-25,Moderate Demand
2020-03-26,Moderate Demand
2020-03-27,Moderate Demand
2020-03-28,Moderate Demand
2020-03-29,Moderate Demand
2020-03-30,Moderate Demand
2020-03-31,Moderate Demand
2020-04-01,Moderate Demand
2020-04-02,Moderate Demand
2020-04-03,Moderate Demand
2020-04-04,Moderate Demand
2020-04-05,Moderate Demand
2020-04-06,Moderate Demand
2020-04-07,Moderate Demand
2020-04-08,Moderate Demand
2020-04-09,Moderate Demand
2020-04-10,Moderate Demand
2020-04-11,Moderate Demand
2020-04-12,Moderate Demand
2020-04-13,Moderate Demand
2020-04-14,Moderate Demand
2020-04-15,Moderate Demand
2020-04-16,Moderate Demand
2020-04-17,Moderate Demand
2020-04-18,Moderate Demand
2020-04-19,Moderate Demand
2020-04-20,Moderate Demand
2020-04-21,Moderate Demand
2020-04-22,Moderate Demand
2020-04-23,Moderate Demand
2020-04-24,Moderate Demand
2020-04-25,Moderate Demand
2020-04-26,Moderate Demand
2020-04-27,Moderate Demand
2020-04-28,Moderate Demand
2020-04-29,Moderate Demand
2020-04-30,Moderate Demand
2020-05-01,Moderate Demand
2020-05-02,Moderate Demand
2020-05-03,Moderate Demand
2020-05-04,Moderate Demand
2020-05-05,Moderate Demand
2020-05-06,Moderate Demand
2020-05-07,Moderate Demand
2020-05-08,Moderate Demand
2020-05-09,Moderate Demand
2020-05-10,Moderate Demand
2020-05-11,Moderate Demand
2020-05-12,Moderate Demand
2020-05-13,Moderate Demand
2020-05-14,Moderate Demand
2020-05-15,Moderate Demand
2020-05-16,Moderate Demand
2020-05-17,Moderate Demand
2020-05-18,Moderate Demand
2020-05-19,Moderate Demand
2020-05-20,Moderate Demand
2020-05-21,Moderate Demand
2020-05-22,Moderate Demand
2020-05-23,Moderate Demand
2020-05-24,Moderate Demand
2020-05-25,Moderate Demand
2020-05-26,Moderate Demand
2020-05-27,Moderate Demand
2020-05-28,Moderate Demand
2020-05-29,Moderate Demand
2020-05-30,Moderate Demand
2020-05-31,Moderate Demand
2020-06-01,Moderate Demand
2020-06-02,Moderate Demand
2020-06-03,Moderate Demand
2020-06-04,Moderate Demand
2020-06-05,Moderate Demand
2020-06-06,Moderate Demand
2020-06-07,Moderate Demand
2020-06-08,Moderate Demand
2020-06-09,Moderate Demand
2020-06-10,Moderate Demand
2020-06-11,Moderate Demand
2020-06-12,Moderate Demand
2020-06-13,Moderate Demand
2020-06-14,Moderate Demand
2020-06-15,Moderate Demand
2020-06-16,Moderate Demand
2020-06-17,Moderate Demand
2020-06-18,Moderate Demand
2020-06-19,Moderate Demand
2020-06-20,Moderate Demand
2020-06-21,Moderate Demand
2020-06-22,Moderate Demand
2020-06-23,Moderate Demand
2020-06-24,Moderate Demand
2020-06-25,Moderate Demand
2020-06-26,Moderate Demand
2020-06-27,Moderate Demand
2020-06-28,Moderate Demand
2020-06-29,Moderate Demand
2020-06-30,Moderate Demand
2020-07-01,Moderate Demand
2020-07-02,Moderate Demand
2020-07-03,Moderate Demand
2020-07-04,Moderate Demand
2020-07-05,Moderate Demand
2020-07-06,Moderate Demand
2020-07-07,Moderate Demand
2020-07-08,Moderate Demand
2020-07-09,Moderate Demand
2020-07-10,Moderate Demand
2020-07-11,Moderate Demand
2020-07-12,Moderate Demand
2020-07-13,Moderate Demand
2020-07-14,Moderate Demand
2020-07-15,Moderate Demand
2020-07-16,Moderate Demand
2020-07-17,Moderate Demand
2020-07-18,Moderate Demand
2020-07-19,Moderate Demand
2020-07-20,Moderate Demand
2020-07-21,Moderate Demand
2020-07-22,Moderate Demand
2020-07-23,Moderate Demand
2020-07-24,Moderate Demand
2020-07-25,Moderate Demand
2020-07-26,Moderate Demand
2020-07-27,Moderate Demand
2020-07-28,Moderate Demand
2020-07-29,Moderate Demand
2020-07-30,Moderate Demand
2020-07-31,Moderate Demand
2020-08-01,Moderate Demand
2020-08-02,Moderate Demand
2020-08-03,Moderate Demand
2020-08-04,Moderate Demand
2020-08-05,Moderate Demand
2020-08-06,Moderate Demand
2020-08-07,Moderate Demand
2020-08-08,Moderate Demand
2020-08-09,Moderate Demand
2020-08-10,Moderate Demand
2020-08-11,Moderate Demand
2020-08-12,Moderate Demand
2020-08-13,Moderate Demand
2020-08-14,Moderate Demand
2020-08-15,Moderate Demand
2020-08-16,Moderate Demand
2020-08-17,Moderate Demand
2020-08-18,Moderate Demand
2020-08-19,Moderate Demand
2020-08-20,Moderate Demand
2020-08-21,Moderate Demand
2020-08-22,Moderate Demand
2020-08-23,Moderate Demand
2020-08-24,Moderate Demand
2020-08-25,Moderate Demand
2020-08-26,Moderate Demand
2020-08-27,Moderate Demand
2020-08-28,Moderate Demand
2020-08-29,Moderate Demand
2020-08-30,Moderate Demand
2020-08-31,Moderate Demand
2020-09-01,Moderate Demand
2020-09-02,Moderate Demand
2020-09-03,Moderate Demand
2020-09-04,Moderate Demand
2020-09-05,Moderate Demand
2020-09-06,Moderate Demand
2020-09-07,Moderate Demand
2020-09-08,Moderate Demand
2020-09-09,Moderate Demand
2020-09-10,Moderate Demand
2020-09-11,Moderate Demand
2020-09-12,Moderate Demand
2020-09-13,Moderate Demand
2020-09-14,Moderate Demand
2020-09-15,Moderate Demand
2020-09-16,Moderate Demand
2020-09-17,Moderate Demand
2020-09-18,Moderate Demand
2020-09-19,Moderate Demand
2020-09-20,Moderate Demand
2020-09-21,Moderate Demand
2020-09-22,Moderate Demand
2020-09-23,Moderate Demand
2020-09-24,Moderate Demand
2020-09-25,Moderate Demand
2020-09-26,Moderate Demand
2020-09-27,Moderate Demand
2020-09-28,Moderate Demand
2020-09-29,Moderate Demand
2020-09-30,Moderate Demand
2020-10-01,Moderate Demand
2020-10-02,Moderate Demand
2020-10-03,Low Demand
2020-10-04,Moderate Demand
2020-10-05,Moderate Demand
2020-10-06,Moderate Demand
2020-10-07,Moderate Demand
2020-10-08,Moderate Demand
2020-10-09,Moderate Demand
2020-10-10,Moderate Demand
2020-10-11,Moderate Demand
2020-10-12,Moderate Demand
2020-10-13,Moderate Demand
2020-10-14,Moderate Demand
2020-10-15,Moderate Demand
2020-10-16,Moderate Demand
2020-10-17,Moderate Demand
2020-10-18,Moderate Demand
2020-10-19,Moderate Demand
2020-10-20,Moderate Demand
2020-10-21,Moderate Demand
2020-10-22,Moderate Demand
2020-10-23,Moderate Demand
2020-10-24,Moderate Demand
2020-10-25,Moderate Demand
2020-10-26,Low Demand
2020-10-27,Moderate Demand
2020-10-28,Moderate Demand
2020-10-29,Moderate Demand
2020-10-30,Moderate Demand
2020-10-31,Moderate Demand
2020-11-01,Moderate Demand
2020-11-02,Moderate Demand
2020-11-03,Moderate Demand
2020-11-04,Moderate Demand
2020-11-05,Moderate Demand
2020-11-06,Moderate Demand
2020-11-07,Low Demand
2020-11-08,Low Demand
2020-11-09,Moderate Demand
2020-11-10,Moderate Demand
2020-11-11,Moderate Demand
2020-11-12,Moderate Demand
2020-11-13,Moderate Demand
2020-11-14,Moderate Demand
2020-11-15,Moderate Demand
2020-11-16,Moderate Demand
2020-11-17,Moderate Demand
2020-11-18,Moderate Demand
2020-11-19,Low Demand
2020-11-20,Low Demand
2020-11-21,Moderate Demand
2020-11-22,Moderate Demand
2020-11-23,Moderate Demand
2020-11-24,Moderate Demand
2020-11-25,Moderate Demand
2020-11-26,Moderate Demand
2020-11-27,Moderate Demand
2020-11-28,Low Demand
2020-11-29,Moderate Demand
2020-11-30,Moderate Demand
2020-12-01,Low Demand
2020-12-02,Low Demand
2020-12-03,Moderate Demand
2020-12-04,Low Demand
2020-12-05,Moderate Demand
2020-12-06,Moderate Demand
2020-12-07,Moderate Demand
2020-12-08,Moderate Demand
2020-12-09,Moderate Demand
2020-12-10,Low Demand
2020-12-11,Moderate Demand
2020-12-12,Moderate Demand
2020-12-13,Low Demand
2020-12-14,Low Demand
2020-12-15,Moderate Demand
2020-12-16,Low Demand
2020-12-17,Moderate Demand
2020-12-18,Moderate Demand
2020-12-19,Moderate Demand
2020-12-20,Low Demand
2020-12-21,Moderate Demand
2020-12-22,Low Demand
2020-12-23,Moderate Demand
2020-12-24,Moderate Demand
2020-12-25,Low Demand
2020-12-26,Low Demand
2020-12-27,Moderate Demand
2020-12-28,Low Demand
2020-12-29,Moderate Demand
